query,category,configuration,num_runs,use_gpt,use_id_matching,total_min,total_max,total_avg,total_median,total_std,gpt_refinement_min,gpt_refinement_max,gpt_refinement_avg,id_matching_min,id_matching_max,id_matching_avg,query_embedding_min,query_embedding_max,query_embedding_avg,semantic_search_min,semantic_search_max,semantic_search_avg
I need CS 1332,id-only,no_gpt,1,False,True,0.03446531295776367,0.03446531295776367,0.03446531295776367,0.03446531295776367,0.0,0.0,0.0,0.0,0.0008797645568847656,0.0008797645568847656,0.0008797645568847656,0.003856658935546875,0.003856658935546875,0.003856658935546875,0.028281688690185547,0.028281688690185547,0.028281688690185547
I need CS 1332,id-only,no_gpt,5,False,True,0.029614925384521484,0.03194284439086914,0.030952024459838866,0.031085491180419922,0.0008528331620577291,0.0,0.0,0.0,0.0007996559143066406,0.0008397102355957031,0.0008238792419433594,1.5974044799804688e-05,2.0503997802734375e-05,1.7881393432617188e-05,0.027333498001098633,0.029667139053344727,0.028644466400146486
I need CS 1332,id-only,no_gpt,10,False,True,0.02921128273010254,0.03094935417175293,0.029519414901733397,0.02931952476501465,0.0005236058634904084,0.0,0.0,0.0,0.0008072853088378906,0.0008625984191894531,0.0008235692977905274,1.7404556274414062e-05,1.9311904907226562e-05,1.8048286437988282e-05,0.026915788650512695,0.028589725494384766,0.027208876609802247
CS 7641 or similar courses,id-only,no_gpt,1,False,True,0.0325007438659668,0.0325007438659668,0.0325007438659668,0.0325007438659668,0.0,0.0,0.0,0.0,0.0008370876312255859,0.0008370876312255859,0.0008370876312255859,0.0039052963256835938,0.0039052963256835938,0.0039052963256835938,0.0262911319732666,0.0262911319732666,0.0262911319732666
CS 7641 or similar courses,id-only,no_gpt,5,False,True,0.029111862182617188,0.02930593490600586,0.029212093353271483,0.0292360782623291,8.638366086233108e-05,0.0,0.0,0.0,0.0008013248443603516,0.0008442401885986328,0.0008155345916748047,1.6450881958007812e-05,1.8596649169921875e-05,1.79290771484375e-05,0.0267641544342041,0.027019262313842773,0.026906490325927734
CS 7641 or similar courses,id-only,no_gpt,10,False,True,0.029193878173828125,0.029656410217285156,0.029434704780578615,0.029415369033813477,0.00013902983302582292,0.0,0.0,0.0,0.0008046627044677734,0.0008437633514404297,0.0008172035217285156,1.7404556274414062e-05,1.9788742065429688e-05,1.8858909606933592e-05,0.02693009376525879,0.027325153350830078,0.027141690254211426
MATH 2106 and related courses,id-only,no_gpt,1,False,True,0.03377246856689453,0.03377246856689453,0.03377246856689453,0.03377246856689453,0.0,0.0,0.0,0.0,0.0008435249328613281,0.0008435249328613281,0.0008435249328613281,0.0038993358612060547,0.0038993358612060547,0.0038993358612060547,0.0271761417388916,0.0271761417388916,0.0271761417388916
MATH 2106 and related courses,id-only,no_gpt,5,False,True,0.02995920181274414,0.031301021575927734,0.030744075775146484,0.031168222427368164,0.0006673769793667166,0.0,0.0,0.0,0.0008268356323242188,0.0010020732879638672,0.0008661746978759766,1.5497207641601562e-05,2.9325485229492188e-05,2.036094665527344e-05,0.02722930908203125,0.02854323387145996,0.02788243293762207
MATH 2106 and related courses,id-only,no_gpt,10,False,True,0.02895522117614746,0.03125905990600586,0.030260252952575683,0.030432701110839844,0.0008815596596135671,0.0,0.0,0.0,0.000797271728515625,0.0008323192596435547,0.0008151769638061523,1.811981201171875e-05,2.3603439331054688e-05,1.9598007202148438e-05,0.026314496994018555,0.028568029403686523,0.027575922012329102
ISYE 6501,id-only,no_gpt,1,False,True,0.03242897987365723,0.03242897987365723,0.03242897987365723,0.03242897987365723,0.0,0.0,0.0,0.0,0.0008378028869628906,0.0008378028869628906,0.0008378028869628906,0.003937721252441406,0.003937721252441406,0.003937721252441406,0.02618885040283203,0.02618885040283203,0.02618885040283203
ISYE 6501,id-only,no_gpt,5,False,True,0.029088258743286133,0.029353857040405273,0.029278898239135744,0.02933979034423828,0.00011329180755076982,0.0,0.0,0.0,0.0008072853088378906,0.0008423328399658203,0.0008213043212890625,1.7881393432617188e-05,2.0265579223632812e-05,1.9598007202148438e-05,0.026816129684448242,0.027066707611083984,0.02697596549987793
ISYE 6501,id-only,no_gpt,10,False,True,0.029317617416381836,0.029840707778930664,0.029555773735046385,0.02950918674468994,0.00014964139941200954,0.0,0.0,0.0,0.0008027553558349609,0.0008413791656494141,0.0008157730102539062,1.8835067749023438e-05,2.3126602172851562e-05,2.162456512451172e-05,0.02705550193786621,0.027544736862182617,0.02725508213043213
Machine learning courses like CS 7641,mixed,no_gpt,1,False,True,0.03300213813781738,0.03300213813781738,0.03300213813781738,0.03300213813781738,0.0,0.0,0.0,0.0,0.0008358955383300781,0.0008358955383300781,0.0008358955383300781,0.003981590270996094,0.003981590270996094,0.003981590270996094,0.026352882385253906,0.026352882385253906,0.026352882385253906
Machine learning courses like CS 7641,mixed,no_gpt,5,False,True,0.02950739860534668,0.03108692169189453,0.029921531677246094,0.02959275245666504,0.0006679469358592569,0.0,0.0,0.0,0.0008063316345214844,0.0008304119110107422,0.0008127689361572266,1.9311904907226562e-05,2.0742416381835938e-05,1.9979476928710937e-05,0.026853561401367188,0.028384685516357422,0.027236747741699218
Machine learning courses like CS 7641,mixed,no_gpt,10,False,True,0.02956533432006836,0.03148031234741211,0.030045223236083985,0.02991008758544922,0.000555162572510205,0.0,0.0,0.0,0.0007960796356201172,0.0008366107940673828,0.0008081197738647461,1.9311904907226562e-05,3.457069396972656e-05,2.117156982421875e-05,0.026904821395874023,0.028801679611206055,0.02736785411834717
"Data structures courses, specifically CS 1332 or equivalent",mixed,no_gpt,1,False,True,0.0350804328918457,0.0350804328918457,0.0350804328918457,0.0350804328918457,0.0,0.0,0.0,0.0,0.0008416175842285156,0.0008416175842285156,0.0008416175842285156,0.003939390182495117,0.003939390182495117,0.003939390182495117,0.028488874435424805,0.028488874435424805,0.028488874435424805
"Data structures courses, specifically CS 1332 or equivalent",mixed,no_gpt,5,False,True,0.029425859451293945,0.031197547912597656,0.029919958114624022,0.02963089942932129,0.0007259609386123452,0.0,0.0,0.0,0.0008001327514648438,0.0008323192596435547,0.0008102893829345703,1.7642974853515625e-05,1.9550323486328125e-05,1.86920166015625e-05,0.0267946720123291,0.028531312942504883,0.027269268035888673
"Data structures courses, specifically CS 1332 or equivalent",mixed,no_gpt,10,False,True,0.029678821563720703,0.031526803970336914,0.029949092864990236,0.029779672622680664,0.000561844950036894,0.0,0.0,0.0,0.0007958412170410156,0.0008406639099121094,0.0008102655410766602,1.6689300537109375e-05,2.09808349609375e-05,1.9168853759765626e-05,0.027057886123657227,0.028821706771850586,0.027305173873901366
I want to take CS 4641 or other machine learning courses,mixed,no_gpt,1,False,True,0.03507256507873535,0.03507256507873535,0.03507256507873535,0.03507256507873535,0.0,0.0,0.0,0.0,0.0008428096771240234,0.0008428096771240234,0.0008428096771240234,0.004018545150756836,0.004018545150756836,0.004018545150756836,0.02837657928466797,0.02837657928466797,0.02837657928466797
I want to take CS 4641 or other machine learning courses,mixed,no_gpt,5,False,True,0.0295712947845459,0.03132438659667969,0.030000782012939452,0.029766082763671875,0.000746300778636966,0.0,0.0,0.0,0.0007963180541992188,0.0008349418640136719,0.0008115291595458985,1.5735626220703125e-05,1.9073486328125e-05,1.79290771484375e-05,0.026922225952148438,0.02860713005065918,0.027328681945800782
I want to take CS 4641 or other machine learning courses,mixed,no_gpt,10,False,True,0.029287099838256836,0.0313715934753418,0.02997126579284668,0.029876112937927246,0.0005662847995092248,0.0,0.0,0.0,0.0008060932159423828,0.0008604526519775391,0.0008156061172485352,1.71661376953125e-05,2.0265579223632812e-05,1.8548965454101562e-05,0.026594877243041992,0.02865147590637207,0.027295470237731934
"Optimization courses, maybe ISYE 6669",mixed,no_gpt,1,False,True,0.034345388412475586,0.034345388412475586,0.034345388412475586,0.034345388412475586,0.0,0.0,0.0,0.0,0.0008347034454345703,0.0008347034454345703,0.0008347034454345703,0.003870725631713867,0.003870725631713867,0.003870725631713867,0.028202533721923828,0.028202533721923828,0.028202533721923828
"Optimization courses, maybe ISYE 6669",mixed,no_gpt,5,False,True,0.02925276756286621,0.0314023494720459,0.029764223098754882,0.029343605041503906,0.0009206488190094861,0.0,0.0,0.0,0.0008060932159423828,0.0008559226989746094,0.000824880599975586,1.6927719116210938e-05,2.2649765014648438e-05,1.86920166015625e-05,0.02698802947998047,0.0290679931640625,0.027466726303100587
"Optimization courses, maybe ISYE 6669",mixed,no_gpt,10,False,True,0.028819799423217773,0.031201601028442383,0.02959861755371094,0.029452204704284668,0.0006175033138929399,0.0,0.0,0.0,0.0008034706115722656,0.0008671283721923828,0.0008244514465332031,1.6927719116210938e-05,2.5033950805664062e-05,1.957416534423828e-05,0.02654862403869629,0.02882862091064453,0.027289485931396483
ISYE courses on optimization and operations research,department-specific,no_gpt,1,False,True,0.03262066841125488,0.03262066841125488,0.03262066841125488,0.03262066841125488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003962516784667969,0.003962516784667969,0.003962516784667969,0.028381824493408203,0.028381824493408203,0.028381824493408203
ISYE courses on optimization and operations research,department-specific,no_gpt,5,False,True,0.02692890167236328,0.028646230697631836,0.02759699821472168,0.027536392211914062,0.0006990781860884022,0.0,0.0,0.0,0.0,0.0,0.0,1.9073486328125e-05,2.0503997802734375e-05,1.9979476928710937e-05,0.02663278579711914,0.028348684310913086,0.027291631698608397
ISYE courses on optimization and operations research,department-specific,no_gpt,10,False,True,0.026952028274536133,0.030165910720825195,0.02781970500946045,0.02771437168121338,0.0009258994313910335,0.0,0.0,0.0,0.0,0.0,0.0,2.002716064453125e-05,2.193450927734375e-05,2.0742416381835938e-05,0.026625871658325195,0.02983999252319336,0.02751467227935791
CS courses about artificial intelligence,department-specific,no_gpt,1,False,True,0.0325314998626709,0.0325314998626709,0.0325314998626709,0.0325314998626709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004005908966064453,0.004005908966064453,0.004005908966064453,0.028248071670532227,0.028248071670532227,0.028248071670532227
CS courses about artificial intelligence,department-specific,no_gpt,5,False,True,0.027297019958496094,0.029122114181518555,0.027863693237304688,0.02747178077697754,0.0007470331791373799,0.0,0.0,0.0,0.0,0.0,0.0,1.6927719116210938e-05,2.5033950805664062e-05,2.0170211791992186e-05,0.027014493942260742,0.028830528259277344,0.02757425308227539
CS courses about artificial intelligence,department-specific,no_gpt,10,False,True,0.02693963050842285,0.02906179428100586,0.027556395530700682,0.027350306510925293,0.0006148361325346255,0.0,0.0,0.0,0.0,0.0,0.0,1.9550323486328125e-05,2.1219253540039062e-05,2.036094665527344e-05,0.026634931564331055,0.028765201568603516,0.027256059646606445
MATH courses on linear algebra and calculus,department-specific,no_gpt,1,False,True,0.03234982490539551,0.03234982490539551,0.03234982490539551,0.03234982490539551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003930807113647461,0.003930807113647461,0.003930807113647461,0.028153419494628906,0.028153419494628906,0.028153419494628906
MATH courses on linear algebra and calculus,department-specific,no_gpt,5,False,True,0.026749849319458008,0.029127120971679688,0.027831459045410158,0.027767181396484375,0.000849841254373333,0.0,0.0,0.0,0.0,0.0,0.0,1.5497207641601562e-05,2.765655517578125e-05,1.94549560546875e-05,0.02646613121032715,0.02884078025817871,0.02753920555114746
MATH courses on linear algebra and calculus,department-specific,no_gpt,10,False,True,0.02657485008239746,0.028851747512817383,0.027336835861206055,0.027056574821472168,0.0007085665219064223,0.0,0.0,0.0,0.0,0.0,0.0,1.811981201171875e-05,2.5033950805664062e-05,1.9621849060058593e-05,0.02627396583557129,0.02855706214904785,0.02703824043273926
ECE courses on signal processing,department-specific,no_gpt,1,False,True,0.03029346466064453,0.03029346466064453,0.03029346466064453,0.03029346466064453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039806365966796875,0.0039806365966796875,0.0039806365966796875,0.02605271339416504,0.02605271339416504,0.02605271339416504
ECE courses on signal processing,department-specific,no_gpt,5,False,True,0.026815414428710938,0.027393102645874023,0.02712273597717285,0.027260541915893555,0.0002730650047135518,0.0,0.0,0.0,0.0,0.0,0.0,1.5974044799804688e-05,1.9550323486328125e-05,1.8405914306640626e-05,0.02651691436767578,0.027091264724731445,0.026825666427612305
ECE courses on signal processing,department-specific,no_gpt,10,False,True,0.026694297790527344,0.02791452407836914,0.02736010551452637,0.02728736400604248,0.0004056314097879563,0.0,0.0,0.0,0.0,0.0,0.0,1.7881393432617188e-05,2.2411346435546875e-05,1.926422119140625e-05,0.026404380798339844,0.0276186466217041,0.02706599235534668
Graduate courses in computer vision,graduate-level,no_gpt,1,False,True,0.03041863441467285,0.03041863441467285,0.03041863441467285,0.03041863441467285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038788318634033203,0.0038788318634033203,0.0038788318634033203,0.026272058486938477,0.026272058486938477,0.026272058486938477
Graduate courses in computer vision,graduate-level,no_gpt,5,False,True,0.027274370193481445,0.029033660888671875,0.028333663940429688,0.0288848876953125,0.0008572557589411931,0.0,0.0,0.0,0.0,0.0,0.0,1.6689300537109375e-05,1.9550323486328125e-05,1.86920166015625e-05,0.02697896957397461,0.028747081756591797,0.028040409088134766
Graduate courses in computer vision,graduate-level,no_gpt,10,False,True,0.026710987091064453,0.0289762020111084,0.02751424312591553,0.027408838272094727,0.0006335974370123632,0.0,0.0,0.0,0.0,0.0,0.0,1.8358230590820312e-05,2.09808349609375e-05,1.9741058349609374e-05,0.026415109634399414,0.028691768646240234,0.027221012115478515
Advanced machine learning courses for graduate students,graduate-level,no_gpt,1,False,True,0.03303217887878418,0.03303217887878418,0.03303217887878418,0.03303217887878418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003949403762817383,0.003949403762817383,0.003949403762817383,0.028809547424316406,0.028809547424316406,0.028809547424316406
Advanced machine learning courses for graduate students,graduate-level,no_gpt,5,False,True,0.026767492294311523,0.02884650230407715,0.02762947082519531,0.027422666549682617,0.0007890706927353045,0.0,0.0,0.0,0.0,0.0,0.0,1.8358230590820312e-05,2.0503997802734375e-05,1.983642578125e-05,0.02646183967590332,0.028543472290039062,0.027327632904052733
Advanced machine learning courses for graduate students,graduate-level,no_gpt,10,False,True,0.026766538619995117,0.02915334701538086,0.027358007431030274,0.02707207202911377,0.000725811568130672,0.0,0.0,0.0,0.0,0.0,0.0,1.9550323486328125e-05,2.1696090698242188e-05,2.0694732666015624e-05,0.026476621627807617,0.028848648071289062,0.027061104774475098
Courses with minimal prerequisites,edge-case,no_gpt,1,False,True,0.03271985054016113,0.03271985054016113,0.03271985054016113,0.03271985054016113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039730072021484375,0.0039730072021484375,0.0039730072021484375,0.028475284576416016,0.028475284576416016,0.028475284576416016
Courses with minimal prerequisites,edge-case,no_gpt,5,False,True,0.026767730712890625,0.028945207595825195,0.02726750373840332,0.02690291404724121,0.0009404800564888673,0.0,0.0,0.0,0.0,0.0,0.0,1.621246337890625e-05,1.9073486328125e-05,1.778602600097656e-05,0.02647542953491211,0.028652429580688477,0.026975202560424804
Courses with minimal prerequisites,edge-case,no_gpt,10,False,True,0.0270993709564209,0.02921009063720703,0.02760629653930664,0.027194619178771973,0.0007115012884268037,0.0,0.0,0.0,0.0,0.0,0.0,1.7881393432617188e-05,1.9788742065429688e-05,1.8811225891113283e-05,0.02679157257080078,0.02891826629638672,0.02730722427368164
CS 1332 CS 1331,edge-case,no_gpt,1,False,True,0.036357879638671875,0.036357879638671875,0.036357879638671875,0.036357879638671875,0.0,0.0,0.0,0.0,0.0009102821350097656,0.0009102821350097656,0.0009102821350097656,0.003922224044799805,0.003922224044799805,0.003922224044799805,0.03003859519958496,0.03003859519958496,0.03003859519958496
CS 1332 CS 1331,edge-case,no_gpt,5,False,True,0.029405593872070312,0.03207659721374512,0.03031620979309082,0.029740571975708008,0.0010977748665259336,0.0,0.0,0.0,0.0008420944213867188,0.0009484291076660156,0.0008683681488037109,1.6689300537109375e-05,1.8358230590820312e-05,1.7595291137695312e-05,0.02709507942199707,0.029651641845703125,0.027967071533203124
CS 1332 CS 1331,edge-case,no_gpt,10,False,True,0.02942824363708496,0.029852628707885742,0.029674792289733888,0.0296938419342041,0.00012046441703737783,0.0,0.0,0.0,0.0008282661437988281,0.0008602142333984375,0.0008469820022583008,1.71661376953125e-05,2.002716064453125e-05,1.842975616455078e-05,0.027144670486450195,0.027518510818481445,0.02734794616699219
I haven't taken calculus,edge-case,no_gpt,1,False,True,0.0311124324798584,0.0311124324798584,0.0311124324798584,0.0311124324798584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003924369812011719,0.003924369812011719,0.003924369812011719,0.02691173553466797,0.02691173553466797,0.02691173553466797
I haven't taken calculus,edge-case,no_gpt,5,False,True,0.027302265167236328,0.02840709686279297,0.027895736694335937,0.027858734130859375,0.00045517626691721983,0.0,0.0,0.0,0.0,0.0,0.0,1.8596649169921875e-05,2.1219253540039062e-05,2.002716064453125e-05,0.0270082950592041,0.02810978889465332,0.027600574493408202
I haven't taken calculus,edge-case,no_gpt,10,False,True,0.027688980102539062,0.028458595275878906,0.027950620651245116,0.027811646461486816,0.00031191197517670507,0.0,0.0,0.0,0.0,0.0,0.0,1.9311904907226562e-05,2.288818359375e-05,2.0813941955566406e-05,0.02739882469177246,0.02816915512084961,0.02765834331512451
I want to learn machine learning and neural networks,semantic-only,no_id_matching,1,True,False,2.3159215450286865,2.3159215450286865,2.3159215450286865,2.3159215450286865,0.0,2.2836945056915283,2.2836945056915283,2.2836945056915283,0.0,0.0,0.0,0.004344463348388672,0.004344463348388672,0.004344463348388672,0.02761673927307129,0.02761673927307129,0.02761673927307129
I want to learn machine learning and neural networks,semantic-only,no_id_matching,5,True,False,1.5849101543426514,2.4119787216186523,1.913685178756714,1.7104170322418213,0.3778329473595816,1.521242618560791,2.379248857498169,1.8618616104125976,0.0,0.0,0.0,3.1948089599609375e-05,0.00840902328491211,0.004227638244628906,0.02812027931213379,0.05490398406982422,0.04722895622253418
I want to learn machine learning and neural networks,semantic-only,no_id_matching,10,True,False,1.4660329818725586,2.6372714042663574,2.0367793321609495,2.0867669582366943,0.36945714047428313,1.4325504302978516,2.571652889251709,1.977622151374817,0.0,0.0,0.0,2.86102294921875e-05,0.00869441032409668,0.0045135498046875,0.02858877182006836,0.05795574188232422,0.05420432090759277
Courses about data structures and algorithms,semantic-only,no_id_matching,1,True,False,1.6267063617706299,1.6267063617706299,1.6267063617706299,1.6267063617706299,0.0,1.5607373714447021,1.5607373714447021,1.5607373714447021,0.0,0.0,0.0,0.00826573371887207,0.00826573371887207,0.00826573371887207,0.057309865951538086,0.057309865951538086,0.057309865951538086
Courses about data structures and algorithms,semantic-only,no_id_matching,5,True,False,1.784273624420166,3.18721866607666,2.1684149742126464,1.9879791736602783,0.5768696990906151,1.72562837600708,3.121575117111206,2.1044517993927,0.0,0.0,0.0,3.7670135498046875e-05,0.008317708969116211,0.006588602066040039,0.05599522590637207,0.05810236930847168,0.056941795349121097
Courses about data structures and algorithms,semantic-only,no_id_matching,10,True,False,1.2427992820739746,3.29229998588562,1.7853187799453736,1.5345673561096191,0.6083576671610589,1.1910083293914795,3.22627592086792,1.7245849132537843,0.0,0.0,0.0,2.9802322387695312e-05,0.00848245620727539,0.003352713584899902,0.05136561393737793,0.05830812454223633,0.05692181587219238
I'm interested in computer vision and image processing,semantic-only,no_id_matching,1,True,False,1.9219868183135986,1.9219868183135986,1.9219868183135986,1.9219868183135986,0.0,1.8561601638793945,1.8561601638793945,1.8561601638793945,0.0,0.0,0.0,0.008357763290405273,0.008357763290405273,0.008357763290405273,0.05706667900085449,0.05706667900085449,0.05706667900085449
I'm interested in computer vision and image processing,semantic-only,no_id_matching,5,True,False,1.3332185745239258,2.7607221603393555,1.7977803230285645,1.446610689163208,0.6041531341069811,1.274547815322876,2.7066750526428223,1.7372432231903077,0.0,0.0,0.0,2.9325485229492188e-05,0.008473634719848633,0.0033829212188720703,0.05351853370666504,0.058132171630859375,0.05670652389526367
I'm interested in computer vision and image processing,semantic-only,no_id_matching,10,True,False,1.3446924686431885,2.2967236042022705,1.6811125993728637,1.6393314599990845,0.32501790492162164,1.2802672386169434,2.2303860187530518,1.6211736679077149,0.0,0.0,0.0,2.9802322387695312e-05,0.008500814437866211,0.004695224761962891,0.042987823486328125,0.05825686454772949,0.054804539680480956
Optimization and operations research courses,semantic-only,no_id_matching,1,True,False,2.1058199405670166,2.1058199405670166,2.1058199405670166,2.1058199405670166,0.0,2.040642261505127,2.040642261505127,2.040642261505127,0.0,0.0,0.0,0.008216142654418945,0.008216142654418945,0.008216142654418945,0.05654478073120117,0.05654478073120117,0.05654478073120117
Optimization and operations research courses,semantic-only,no_id_matching,5,True,False,1.2377068996429443,2.2628414630889893,1.8322601318359375,1.872020959854126,0.3809929624157276,1.1726603507995605,2.2045881748199463,1.7681332588195802,0.0,0.0,0.0,0.0073316097259521484,0.008336782455444336,0.00806879997253418,0.05052042007446289,0.057286739349365234,0.05563955307006836
Optimization and operations research courses,semantic-only,no_id_matching,10,True,False,1.2495644092559814,2.178380250930786,1.7171497583389281,1.694774866104126,0.35674375700574457,1.19097900390625,2.116396188735962,1.6566662073135376,0.0,0.0,0.0,3.528594970703125e-05,0.00839090347290039,0.0071753978729248045,0.04515242576599121,0.058043479919433594,0.05289998054504395
Courses on database systems and SQL,semantic-only,no_id_matching,1,True,False,1.5878269672393799,1.5878269672393799,1.5878269672393799,1.5878269672393799,0.0,1.5229008197784424,1.5229008197784424,1.5229008197784424,0.0,0.0,0.0,0.007548809051513672,0.007548809051513672,0.007548809051513672,0.0569612979888916,0.0569612979888916,0.0569612979888916
Courses on database systems and SQL,semantic-only,no_id_matching,5,True,False,1.7655088901519775,2.794586181640625,2.3228508949279787,2.3650996685028076,0.4479532380895175,1.7121942043304443,2.7290759086608887,2.2622366905212403,0.0,0.0,0.0,0.0066967010498046875,0.008344411849975586,0.007615518569946289,0.04577922821044922,0.05712556838989258,0.0525822639465332
Courses on database systems and SQL,semantic-only,no_id_matching,10,True,False,1.4274682998657227,2.966613531112671,2.139112615585327,2.0762380361557007,0.5704325990042985,1.3734800815582275,2.915074110031128,2.076970601081848,0.0,0.0,0.0,0.006350278854370117,0.009036064147949219,0.008193206787109376,0.042839765548706055,0.0572967529296875,0.053543710708618165
I need CS 1332,id-only,no_id_matching,1,True,False,1.6622040271759033,1.6622040271759033,1.6622040271759033,1.6622040271759033,0.0,1.5971217155456543,1.5971217155456543,1.5971217155456543,0.0,0.0,0.0,0.008266210556030273,0.008266210556030273,0.008266210556030273,0.05642080307006836,0.05642080307006836,0.05642080307006836
I need CS 1332,id-only,no_id_matching,5,True,False,1.2767913341522217,2.726186990737915,1.8943072319030763,1.8957102298736572,0.6291419682065346,1.2237818241119385,2.6797845363616943,1.8404170513153075,0.0,0.0,0.0,2.86102294921875e-05,0.008039474487304688,0.0029665946960449217,0.04584836959838867,0.057849884033203125,0.05049586296081543
I need CS 1332,id-only,no_id_matching,10,True,False,1.3307907581329346,2.1253256797790527,1.6970797061920166,1.6743099689483643,0.2604804660294398,1.2912578582763672,2.0600056648254395,1.6422883510589599,0.0,0.0,0.0,2.9325485229492188e-05,0.00872802734375,0.004802703857421875,0.03293800354003906,0.06457662582397461,0.04960565567016602
CS 7641 or similar courses,id-only,no_id_matching,1,True,False,2.307823896408081,2.307823896408081,2.307823896408081,2.307823896408081,0.0,2.2426745891571045,2.2426745891571045,2.2426745891571045,0.0,0.0,0.0,0.008238077163696289,0.008238077163696289,0.008238077163696289,0.05651068687438965,0.05651068687438965,0.05651068687438965
CS 7641 or similar courses,id-only,no_id_matching,5,True,False,1.4784986972808838,2.1792454719543457,1.840757703781128,1.7687664031982422,0.31446851828584166,1.4127917289733887,2.113722324371338,1.7780774593353272,0.0,0.0,0.0,0.00638580322265625,0.008369207382202148,0.007848024368286133,0.044619083404541016,0.05805611610412598,0.05442986488342285
CS 7641 or similar courses,id-only,no_id_matching,10,True,False,1.5858681201934814,2.5225040912628174,2.012109375,1.9704703092575073,0.2995103608892051,1.520155906677246,2.4715230464935303,1.9512176036834716,0.0,0.0,0.0,3.790855407714844e-05,0.0087127685546875,0.005522036552429199,0.04477858543395996,0.05807828903198242,0.05496139526367187
MATH 2106 and related courses,id-only,no_id_matching,1,True,False,1.5233871936798096,1.5233871936798096,1.5233871936798096,1.5233871936798096,0.0,1.4578099250793457,1.4578099250793457,1.4578099250793457,0.0,0.0,0.0,0.008279085159301758,0.008279085159301758,0.008279085159301758,0.056887149810791016,0.056887149810791016,0.056887149810791016
MATH 2106 and related courses,id-only,no_id_matching,5,True,False,1.2912044525146484,2.33482027053833,1.686046314239502,1.5059502124786377,0.40799762863774625,1.2328014373779297,2.2702887058258057,1.6267902851104736,0.0,0.0,0.0,3.5762786865234375e-05,0.008408069610595703,0.0033029556274414063,0.04859018325805664,0.0581357479095459,0.05553140640258789
MATH 2106 and related courses,id-only,no_id_matching,10,True,False,1.2387917041778564,2.3969812393188477,1.743220829963684,1.6443568468093872,0.4297452404184411,1.1774346828460693,2.33140230178833,1.6813678026199341,0.0,0.0,0.0,3.600120544433594e-05,0.008755207061767578,0.005837130546569824,0.04599785804748535,0.05926060676574707,0.055559539794921876
ISYE 6501,id-only,no_id_matching,1,True,False,1.8029403686523438,1.8029403686523438,1.8029403686523438,1.8029403686523438,0.0,1.745011806488037,1.745011806488037,1.745011806488037,0.0,0.0,0.0,0.006260395050048828,0.006260395050048828,0.006260395050048828,0.051271915435791016,0.051271915435791016,0.051271915435791016
ISYE 6501,id-only,no_id_matching,5,True,False,1.7289583683013916,3.377674102783203,2.3977108001708984,2.1779305934906006,0.6800651578816018,1.6771509647369385,3.312493324279785,2.335619592666626,0.0,0.0,0.0,0.006178855895996094,0.008404016494750977,0.007660627365112305,0.045198917388916016,0.05696749687194824,0.0540194034576416
ISYE 6501,id-only,no_id_matching,10,True,False,1.1718525886535645,3.0081734657287598,1.8533656358718873,1.6317033767700195,0.6405418893684733,1.1138179302215576,2.954695701599121,1.7948967695236206,0.0,0.0,0.0,3.5762786865234375e-05,0.008111953735351562,0.005083608627319336,0.04604959487915039,0.05826306343078613,0.05290045738220215
Machine learning courses like CS 7641,mixed,no_id_matching,1,True,False,1.7625105381011963,1.7625105381011963,1.7625105381011963,1.7625105381011963,0.0,1.6969530582427979,1.6969530582427979,1.6969530582427979,0.0,0.0,0.0,0.008212089538574219,0.008212089538574219,0.008212089538574219,0.056938886642456055,0.056938886642456055,0.056938886642456055
Machine learning courses like CS 7641,mixed,no_id_matching,5,True,False,1.6444783210754395,2.8670332431793213,2.44793119430542,2.4573795795440674,0.4905134606423559,1.5860016345977783,2.801439046859741,2.3838093280792236,0.0,0.0,0.0,3.361701965332031e-05,0.008281230926513672,0.00660247802734375,0.056729793548583984,0.057961225509643555,0.05709695816040039
Machine learning courses like CS 7641,mixed,no_id_matching,10,True,False,1.3428239822387695,3.254087448120117,2.305645394325256,2.129211187362671,0.6354172362620003,1.28922700881958,3.188626527786255,2.246396780014038,0.0,0.0,0.0,2.9325485229492188e-05,0.008764982223510742,0.0048847198486328125,0.0459897518157959,0.05815696716308594,0.05394132137298584
"Data structures courses, specifically CS 1332 or equivalent",mixed,no_id_matching,1,True,False,2.775026798248291,2.775026798248291,2.775026798248291,2.775026798248291,0.0,2.729736566543579,2.729736566543579,2.729736566543579,0.0,0.0,0.0,0.005267143249511719,0.005267143249511719,0.005267143249511719,0.039618730545043945,0.039618730545043945,0.039618730545043945
